time_s,volts,Force_newtons,,,correction factor,0.0081
6739.04,-0.000326,-0.040246914,,,,
6739.05,-0.000365,-0.045061728,,,,
6739.06,-0.000404,-0.049876543,,,,
6739.07,-0.000462,-0.057037037,,,,
6739.08,-0.000394,-0.048641975,,,,
6739.09,-0.000355,-0.04382716,,,,
6739.1,-0.000375,-0.046296296,,,,
6739.11,-0.000433,-0.05345679,,,,
6739.12,-0.00055,-0.067901235,,,,
6739.13,-0.000599,-0.073950617,,,,
6739.14,-0.000628,-0.077530864,,,,
6739.15,-0.000668,-0.082469136,,,,
6739.16,-0.000648,-0.08,,,,
6739.17,-0.000707,-0.087283951,,,,
6739.18,-0.000775,-0.095679012,,,,
6739.19,-0.000785,-0.09691358,,,,
6739.2,-0.000785,-0.09691358,,,,
6739.21,-0.000794,-0.098024691,,,,
6739.22,-0.000765,-0.094444444,,,,
6739.23,-0.000736,-0.090864198,,,,
6739.24,-0.000765,-0.094444444,,,,
6739.25,-0.000785,-0.09691358,,,,
6739.26,-0.000834,-0.102962963,,,,
6739.27,-0.000785,-0.09691358,,,,
6739.28,-0.000765,-0.094444444,,,,
6739.29,-0.000755,-0.093209877,,,,
6739.3,-0.000755,-0.093209877,,,,
6739.31,-0.000775,-0.095679012,,,,
6739.32,-0.000843,-0.104074074,,,,
6739.33,-0.000804,-0.099259259,,,,
6739.34,-0.000785,-0.09691358,,,,
6739.35,-0.000726,-0.08962963,,,,
6739.36,-0.000697,-0.086049383,,,,
6739.37,-0.000746,-0.092098765,,,,
6739.38,-0.000755,-0.093209877,,,,
6739.39,-0.000736,-0.090864198,,,,
6739.4,-0.000668,-0.082469136,,,,
6739.41,-0.000599,-0.073950617,,,,
6739.42,-0.000609,-0.075185185,,,,
6739.43,-0.000638,-0.078765432,,,,
6739.44,-0.000638,-0.078765432,,,,
6739.45,-0.000628,-0.077530864,,,,
6739.46,-0.000502,-0.061975309,,,,
6739.47,-0.000433,-0.05345679,,,,
6739.48,-0.000423,-0.052222222,,,,
6739.49,-0.000404,-0.049876543,,,,
6739.5,-0.000423,-0.052222222,,,,
6739.51,-0.000365,-0.045061728,,,,
6739.52,-0.000277,-0.034197531,,,,
6739.53,-0.000209,-0.025802469,,,,
6739.54,-0.000228,-0.028148148,,,,
6739.55,-0.000277,-0.034197531,,,,
6739.56,-0.000267,-0.032962963,,,,
6739.57,-0.000248,-0.030617284,,,,
6739.58,-0.000218,-0.02691358,,,,
6739.59,-0.00016,-0.019753086,,,,
6739.6,-0.000169,-0.020864198,,,,
6739.61,-0.000218,-0.02691358,,,,
6739.62,-0.000257,-0.031728395,,,,
6739.63,-0.000257,-0.031728395,,,,
6739.64,-0.00015,-0.018518519,,,,
6739.65,-0.00014,-0.017283951,,,,
6739.66,-0.000121,-0.014938272,,,,
6739.67,-0.000228,-0.028148148,,,,
6739.68,-0.000209,-0.025802469,,,,
6739.69,-0.00016,-0.019753086,,,,
6739.7,-0.00014,-0.017283951,,,,
6739.71,-0.00013,-0.016049383,,,,
6739.72,-0.000101,-0.012469136,,,,
6739.73,-0.000189,-0.023333333,,,,
6739.74,-0.000218,-0.02691358,,,,
6739.75,-0.00016,-0.019753086,,,,
6739.76,-0.000091,-0.011234568,,,,
6739.77,-0.000091,-0.011234568,,,,
6739.78,-0.000111,-0.013703704,,,,
6739.79,-0.00014,-0.017283951,,,,
6739.8,-0.000189,-0.023333333,,,,
6739.81,-0.000111,-0.013703704,,,,
6739.82,-0.000101,-0.012469136,,,,
6739.83,-0.000082,-0.010123457,,,,
6739.84,-0.000091,-0.011234568,,,,
6739.85,-0.000121,-0.014938272,,,,
6739.86,-0.000062,-0.007654321,,,,
6739.87,-0.000101,-0.012469136,,,,
6739.88,-0.000082,-0.010123457,,,,
6739.89,-0.000062,-0.007654321,,,,
6739.9,-0.000082,-0.010123457,,,,
6739.91,-0.000072,-0.008888889,,,,
6739.92,-0.000072,-0.008888889,,,,
6739.93,-0.000082,-0.010123457,,,,
6739.94,0.000016,0.001975309,,,,
6739.95,-0.000043,-0.005308642,,,,
6739.96,-0.000023,-0.002839506,,,,
6739.97,-0.000091,-0.011234568,,,,
6739.98,-0.000091,-0.011234568,,,,
6739.99,-0.000043,-0.005308642,,,,
6740,-0.000052,-0.006419753,,,,
6740.01,-0.000023,-0.002839506,,,,
6740.02,-0.000072,-0.008888889,,,,
6740.03,-0.000082,-0.010123457,,,,
6740.04,-0.000091,-0.011234568,,,,
6740.05,-0.000082,-0.010123457,,,,
6740.06,-0.000043,-0.005308642,,,,
6740.07,-0.000033,-0.004074074,,,,
6740.08,-0.000052,-0.006419753,,,,
6740.09,-0.000091,-0.011234568,,,,
6740.1,-0.00014,-0.017283951,,,,
6740.11,-0.000052,-0.006419753,,,,
6740.12,-0.000062,-0.007654321,,,,
6740.13,-0.000052,-0.006419753,,,,
6740.14,-0.000062,-0.007654321,,,,
6740.15,-0.000091,-0.011234568,,,,
6740.16,-0.000101,-0.012469136,,,,
6740.17,-0.000062,-0.007654321,,,,
6740.18,-0.000023,-0.002839506,,,,
6740.19,-0.000023,-0.002839506,,,,
6740.2,-0.000082,-0.010123457,,,,
6740.21,-0.000101,-0.012469136,,,,
6740.22,-0.000062,-0.007654321,,,,
6740.23,0.000006,0.000740741,,,,
6740.24,0.000006,0.000740741,,,,
6740.25,-0.000033,-0.004074074,,,,
6740.26,-0.000033,-0.004074074,,,,
6740.27,-0.000023,-0.002839506,,,,
6740.28,0.000016,0.001975309,,,,
6740.29,0.000006,0.000740741,,,,
6740.3,0.000045,0.005555556,,,,
6740.31,0.000065,0.008024691,,,,
6740.32,0.000036,0.004444444,,,,
6740.33,0.000036,0.004444444,,,,
6740.34,0.000045,0.005555556,,,,
6740.35,0.000026,0.003209877,,,,
6740.36,0.000065,0.008024691,,,,
6740.37,0.000084,0.01037037,,,,
6740.38,0.000055,0.006790123,,,,
6740.39,0.000036,0.004444444,,,,
6740.4,0.000065,0.008024691,,,,
6740.41,0.000104,0.012839506,,,,
6740.42,0.000114,0.014074074,,,,
6740.43,0.000123,0.015185185,,,,
6740.44,0.000163,0.020123457,,,,
6740.45,0.000143,0.017654321,,,,
6740.46,0.000133,0.016419753,,,,
6740.47,0.000163,0.020123457,,,,
6740.48,0.000241,0.029753086,,,,
6740.49,0.00027,0.033333333,,,,
6740.5,0.00027,0.033333333,,,,
6740.51,0.000289,0.035679012,,,,
6740.52,0.000309,0.038148148,,,,
6740.53,0.000348,0.042962963,,,,
6740.54,0.000416,0.051358025,,,,
6740.55,0.000446,0.055061728,,,,
6740.56,0.000465,0.057407407,,,,
6740.57,0.000485,0.059876543,,,,
6740.58,0.000534,0.065925926,,,,
6740.59,0.000563,0.069506173,,,,
6740.6,0.000631,0.077901235,,,,
6740.61,0.0007,0.086419753,,,,
6740.62,0.00069,0.085185185,,,,
6740.63,0.00069,0.085185185,,,,
6740.64,0.000748,0.092345679,,,,
6740.65,0.000768,0.094814815,,,,
6740.66,0.000856,0.105679012,,,,
6740.67,0.000905,0.111728395,,,,
6740.68,0.000924,0.114074074,,,,
6740.69,0.000944,0.11654321,,,,
6740.7,0.000944,0.11654321,,,,
6740.71,0.000983,0.121358025,,,,
6740.72,0.001051,0.129753086,,,,
6740.73,0.001032,0.127407407,,,,
6740.74,0.001032,0.127407407,,,,
6740.75,0.000973,0.120123457,,,,
6740.76,0.000983,0.121358025,,,,
6740.77,0.001032,0.127407407,,,,
6740.78,0.001032,0.127407407,,,,
6740.79,0.001032,0.127407407,,,,
6740.8,0.000993,0.122592593,,,,
6740.81,0.000963,0.118888889,,,,
6740.82,0.000973,0.120123457,,,,
6740.83,0.000963,0.118888889,,,,
6740.84,0.000963,0.118888889,,,,
6740.85,0.000973,0.120123457,,,,
6740.86,0.000934,0.115308642,,,,
6740.87,0.000895,0.110493827,,,,
6740.88,0.000836,0.103209877,,,,
6740.89,0.000846,0.104444444,,,,
6740.9,0.000797,0.098395062,,,,
6740.91,0.000739,0.091234568,,,,
6740.92,0.00067,0.082716049,,,,
6740.93,0.000534,0.065925926,,,,
6740.94,0.000465,0.057407407,,,,
6740.95,0.000407,0.050246914,,,,
6740.96,0.000338,0.041728395,,,,
6740.97,0.000231,0.028518519,,,,
6740.98,0.000133,0.016419753,,,,
6740.99,0.000026,0.003209877,,,,
6741,-0.000062,-0.007654321,,,,
6741.01,-0.000101,-0.012469136,,,,
6741.02,-0.000189,-0.023333333,,,,
6741.03,-0.000218,-0.02691358,,,,
6741.04,-0.000287,-0.035432099,,,,
6741.05,-0.000345,-0.042592593,,,,
6741.06,-0.000375,-0.046296296,,,,
6741.07,-0.000404,-0.049876543,,,,
6741.08,-0.000433,-0.05345679,,,,
6741.09,-0.000453,-0.055925926,,,,
6741.1,-0.000531,-0.065555556,,,,
6741.11,-0.00058,-0.071604938,,,,
6741.12,-0.00058,-0.071604938,,,,
6741.13,-0.00058,-0.071604938,,,,
6741.14,-0.00057,-0.07037037,,,,
6741.15,-0.000658,-0.081234568,,,,
6741.16,-0.000687,-0.084814815,,,,
6741.17,-0.000716,-0.088395062,,,,
6741.18,-0.000707,-0.087283951,,,,
6741.19,-0.000697,-0.086049383,,,,
6741.2,-0.000687,-0.084814815,,,,
6741.21,-0.000697,-0.086049383,,,,
6741.22,-0.000726,-0.08962963,,,,
6741.23,-0.000687,-0.084814815,,,,
6741.24,-0.000677,-0.083580247,,,,
6741.25,-0.000677,-0.083580247,,,,
6741.26,-0.000677,-0.083580247,,,,
6741.27,-0.000668,-0.082469136,,,,
6741.28,-0.000687,-0.084814815,,,,
6741.29,-0.000687,-0.084814815,,,,
6741.3,-0.000668,-0.082469136,,,,
6741.31,-0.000668,-0.082469136,,,,
6741.32,-0.000687,-0.084814815,,,,
6741.33,-0.000677,-0.083580247,,,,
6741.34,-0.000658,-0.081234568,,,,
6741.35,-0.000677,-0.083580247,,,,
6741.36,-0.000628,-0.077530864,,,,
6741.37,-0.000638,-0.078765432,,,,
6741.38,-0.000658,-0.081234568,,,,
6741.39,-0.000638,-0.078765432,,,,
6741.4,-0.000638,-0.078765432,,,,
6741.41,-0.000599,-0.073950617,,,,
6741.42,-0.000599,-0.073950617,,,,
6741.43,-0.000589,-0.072716049,,,,
6741.44,-0.000628,-0.077530864,,,,
6741.45,-0.000599,-0.073950617,,,,
6741.46,-0.00055,-0.067901235,,,,
6741.47,-0.000541,-0.066790123,,,,
6741.48,-0.000492,-0.060740741,,,,
6741.49,-0.000482,-0.059506173,,,,
6741.5,-0.000482,-0.059506173,,,,
6741.51,-0.000482,-0.059506173,,,,
6741.52,-0.000443,-0.054691358,,,,
6741.53,-0.000443,-0.054691358,,,,
6741.54,-0.000375,-0.046296296,,,,
6741.55,-0.000375,-0.046296296,,,,
6741.56,-0.000345,-0.042592593,,,,
6741.57,-0.000345,-0.042592593,,,,
6741.58,-0.000355,-0.04382716,,,,
6741.59,-0.000316,-0.039012346,,,,
6741.6,-0.000326,-0.040246914,,,,
6741.61,-0.000277,-0.034197531,,,,
6741.62,-0.000296,-0.03654321,,,,
6741.63,-0.000306,-0.037777778,,,,
6741.64,-0.000296,-0.03654321,,,,
6741.65,-0.000287,-0.035432099,,,,
6741.66,-0.000238,-0.029382716,,,,
6741.67,-0.000267,-0.032962963,,,,
6741.68,-0.000267,-0.032962963,,,,
6741.69,-0.000287,-0.035432099,,,,
6741.7,-0.000257,-0.031728395,,,,
6741.71,-0.000218,-0.02691358,,,,
6741.72,-0.000169,-0.020864198,,,,
6741.73,-0.000179,-0.022098765,,,,
6741.74,-0.000257,-0.031728395,,,,
6741.75,-0.000248,-0.030617284,,,,
6741.76,-0.000199,-0.024567901,,,,
6741.77,-0.000169,-0.020864198,,,,
6741.78,-0.000121,-0.014938272,,,,
6741.79,-0.000179,-0.022098765,,,,
6741.8,-0.000189,-0.023333333,,,,
6741.81,-0.000209,-0.025802469,,,,
6741.82,-0.00016,-0.019753086,,,,
6741.83,-0.000111,-0.013703704,,,,
6741.84,-0.000111,-0.013703704,,,,
6741.85,-0.00013,-0.016049383,,,,
6741.86,-0.000101,-0.012469136,,,,
6741.87,-0.000121,-0.014938272,,,,
6741.88,-0.000052,-0.006419753,,,,
6741.89,-0.000033,-0.004074074,,,,
6741.9,-0.000072,-0.008888889,,,,
6741.91,-0.000101,-0.012469136,,,,
6741.92,-0.000121,-0.014938272,,,,
6741.93,-0.000072,-0.008888889,,,,
6741.94,-0.000003,-0.00037037,,,,
6741.95,-0.000043,-0.005308642,,,,
6741.96,-0.000052,-0.006419753,,,,
6741.97,-0.000072,-0.008888889,,,,
6741.98,-0.000082,-0.010123457,,,,
6741.99,-0.000062,-0.007654321,,,,
6742,-0.000023,-0.002839506,,,,
6742.01,-0.000023,-0.002839506,,,,
6742.02,-0.000052,-0.006419753,,,,
6742.03,-0.000091,-0.011234568,,,,
6742.04,-0.000062,-0.007654321,,,,
6742.05,-0.000033,-0.004074074,,,,
6742.06,-0.000062,-0.007654321,,,,
6742.07,-0.000043,-0.005308642,,,,
6742.08,-0.000101,-0.012469136,,,,
6742.09,-0.000072,-0.008888889,,,,
6742.1,-0.000033,-0.004074074,,,,
6742.11,-0.000033,-0.004074074,,,,
6742.12,-0.000043,-0.005308642,,,,
6742.13,-0.000062,-0.007654321,,,,
6742.14,-0.000082,-0.010123457,,,,
6742.15,-0.000101,-0.012469136,,,,
6742.16,-0.000052,-0.006419753,,,,
6742.17,-0.000033,-0.004074074,,,,
6742.18,-0.000033,-0.004074074,,,,
6742.19,-0.000062,-0.007654321,,,,
6742.2,-0.000062,-0.007654321,,,,
6742.21,-0.000101,-0.012469136,,,,
6742.22,-0.000033,-0.004074074,,,,
6742.23,0.000006,0.000740741,,,,
6742.24,-0.000003,-0.00037037,,,,
6742.25,-0.000072,-0.008888889,,,,
6742.26,-0.000062,-0.007654321,,,,
6742.27,0.000026,0.003209877,,,,
6742.28,0.000016,0.001975309,,,,
6742.29,0.000036,0.004444444,,,,
6742.3,0.000026,0.003209877,,,,
6742.31,0.000006,0.000740741,,,,
6742.32,0.000036,0.004444444,,,,
6742.33,0.000045,0.005555556,,,,
6742.34,0.000065,0.008024691,,,,
6742.35,0.000094,0.011604938,,,,
6742.36,0.000104,0.012839506,,,,
6742.37,0.000055,0.006790123,,,,
6742.38,0.000055,0.006790123,,,,
6742.39,0.000143,0.017654321,,,,
6742.4,0.000163,0.020123457,,,,
6742.41,0.000182,0.022469136,,,,
6742.42,0.000163,0.020123457,,,,
6742.43,0.000153,0.018888889,,,,
6742.44,0.000231,0.028518519,,,,
6742.45,0.00028,0.034567901,,,,
6742.46,0.000309,0.038148148,,,,
6742.47,0.000289,0.035679012,,,,
6742.48,0.00026,0.032098765,,,,
6742.49,0.000309,0.038148148,,,,
6742.5,0.000358,0.044197531,,,,
6742.51,0.000407,0.050246914,,,,
6742.52,0.000456,0.056296296,,,,
6742.53,0.000426,0.052592593,,,,
6742.54,0.000456,0.056296296,,,,
6742.55,0.000407,0.050246914,,,,
6742.56,0.000465,0.057407407,,,,
6742.57,0.000534,0.065925926,,,,
6742.58,0.000573,0.070740741,,,,
6742.59,0.000543,0.067037037,,,,
6742.6,0.000514,0.06345679,,,,
6742.61,0.000602,0.074320988,,,,
6742.62,0.00069,0.085185185,,,,
6742.63,0.000748,0.092345679,,,,
6742.64,0.000778,0.096049383,,,,
6742.65,0.0007,0.086419753,,,,
6742.66,0.000768,0.094814815,,,,
6742.67,0.000856,0.105679012,,,,
6742.68,0.000934,0.115308642,,,,
6742.69,0.000983,0.121358025,,,,
6742.7,0.000973,0.120123457,,,,
6742.71,0.000993,0.122592593,,,,
6742.72,0.001051,0.129753086,,,,
6742.73,0.00109,0.134567901,,,,
6742.74,0.001188,0.146666667,,,,
6742.75,0.001207,0.149012346,,,,
6742.76,0.001217,0.150246914,,,,
6742.77,0.001188,0.146666667,,,,
6742.78,0.001256,0.155061728,,,,
6742.79,0.001305,0.161111111,,,,
6742.8,0.001315,0.162345679,,,,
6742.81,0.001286,0.158765432,,,,
6742.82,0.001247,0.153950617,,,,
6742.83,0.001256,0.155061728,,,,
6742.84,0.001247,0.153950617,,,,
6742.85,0.001237,0.152716049,,,,
6742.86,0.001198,0.147901235,,,,
6742.87,0.001159,0.14308642,,,,
6742.88,0.00112,0.138271605,,,,
6742.89,0.001081,0.13345679,,,,
6742.9,0.001032,0.127407407,,,,
6742.91,0.000983,0.121358025,,,,
6742.92,0.000895,0.110493827,,,,
6742.93,0.000758,0.093580247,,,,
6742.94,0.000631,0.077901235,,,,
6742.95,0.000504,0.062222222,,,,
6742.96,0.000426,0.052592593,,,,
6742.97,0.000329,0.040617284,,,,
6742.98,0.000192,0.023703704,,,,
6742.99,0.000055,0.006790123,,,,
6743,-0.000062,-0.007654321,,,,
6743.01,-0.00014,-0.017283951,,,,
6743.02,-0.000169,-0.020864198,,,,
6743.03,-0.000218,-0.02691358,,,,
6743.04,-0.000228,-0.028148148,,,,
6743.05,-0.000277,-0.034197531,,,,
6743.06,-0.000326,-0.040246914,,,,
6743.07,-0.000345,-0.042592593,,,,
6743.08,-0.000316,-0.039012346,,,,
6743.09,-0.000355,-0.04382716,,,,
6743.1,-0.000394,-0.048641975,,,,
6743.11,-0.000404,-0.049876543,,,,
6743.12,-0.000453,-0.055925926,,,,
6743.13,-0.000531,-0.065555556,,,,
6743.14,-0.000541,-0.066790123,,,,
6743.15,-0.000599,-0.073950617,,,,
6743.16,-0.000628,-0.077530864,,,,
6743.17,-0.000716,-0.088395062,,,,
6743.18,-0.000775,-0.095679012,,,,
6743.19,-0.000785,-0.09691358,,,,
6743.2,-0.000824,-0.101728395,,,,
6743.21,-0.000804,-0.099259259,,,,
6743.22,-0.000785,-0.09691358,,,,
6743.23,-0.000794,-0.098024691,,,,
6743.24,-0.000824,-0.101728395,,,,
6743.25,-0.000824,-0.101728395,,,,
6743.26,-0.000775,-0.095679012,,,,
6743.27,-0.000814,-0.100493827,,,,
6743.28,-0.000785,-0.09691358,,,,
6743.29,-0.000775,-0.095679012,,,,
6743.3,-0.000804,-0.099259259,,,,
6743.31,-0.000794,-0.098024691,,,,
6743.32,-0.000814,-0.100493827,,,,
6743.33,-0.000765,-0.094444444,,,,
6743.34,-0.000775,-0.095679012,,,,
6743.35,-0.000785,-0.09691358,,,,
6743.36,-0.000746,-0.092098765,,,,
6743.37,-0.000755,-0.093209877,,,,
6743.38,-0.000716,-0.088395062,,,,
6743.39,-0.000677,-0.083580247,,,,
6743.4,-0.000707,-0.087283951,,,,
6743.41,-0.000668,-0.082469136,,,,
6743.42,-0.000687,-0.084814815,,,,
6743.43,-0.000628,-0.077530864,,,,
6743.44,-0.000619,-0.076419753,,,,
6743.45,-0.00057,-0.07037037,,,,
6743.46,-0.00057,-0.07037037,,,,
6743.47,-0.00055,-0.067901235,,,,
6743.48,-0.000531,-0.065555556,,,,
6743.49,-0.000472,-0.058271605,,,,
6743.5,-0.000472,-0.058271605,,,,
6743.51,-0.000384,-0.047407407,,,,
6743.52,-0.000384,-0.047407407,,,,
6743.53,-0.000345,-0.042592593,,,,
6743.54,-0.000345,-0.042592593,,,,
6743.55,-0.000296,-0.03654321,,,,
6743.56,-0.000257,-0.031728395,,,,
6743.57,-0.000277,-0.034197531,,,,
6743.58,-0.000296,-0.03654321,,,,
6743.59,-0.000277,-0.034197531,,,,
6743.6,-0.000277,-0.034197531,,,,
6743.61,-0.000277,-0.034197531,,,,
6743.62,-0.000267,-0.032962963,,,,
6743.63,-0.000257,-0.031728395,,,,
6743.64,-0.000277,-0.034197531,,,,
6743.65,-0.000228,-0.028148148,,,,
6743.66,-0.000257,-0.031728395,,,,
6743.67,-0.000267,-0.032962963,,,,
6743.68,-0.000228,-0.028148148,,,,
6743.69,-0.000218,-0.02691358,,,,
6743.7,-0.000238,-0.029382716,,,,
6743.71,-0.000218,-0.02691358,,,,
6743.72,-0.000228,-0.028148148,,,,
6743.73,-0.000199,-0.024567901,,,,
6743.74,-0.000209,-0.025802469,,,,
6743.75,-0.000209,-0.025802469,,,,
6743.76,-0.000228,-0.028148148,,,,
6743.77,-0.000238,-0.029382716,,,,
6743.78,-0.000238,-0.029382716,,,,
6743.79,-0.000209,-0.025802469,,,,
6743.8,-0.000218,-0.02691358,,,,
6743.81,-0.000189,-0.023333333,,,,
6743.82,-0.000218,-0.02691358,,,,
6743.83,-0.000218,-0.02691358,,,,
6743.84,-0.000218,-0.02691358,,,,
6743.85,-0.000209,-0.025802469,,,,
6743.86,-0.000179,-0.022098765,,,,
6743.87,-0.000189,-0.023333333,,,,
6743.88,-0.000179,-0.022098765,,,,
6743.89,-0.000189,-0.023333333,,,,
6743.9,-0.000209,-0.025802469,,,,
6743.91,-0.00015,-0.018518519,,,,
6743.92,-0.000179,-0.022098765,,,,
6743.93,-0.00015,-0.018518519,,,,
6743.94,-0.000169,-0.020864198,,,,
6743.95,-0.00013,-0.016049383,,,,
6743.96,-0.00014,-0.017283951,,,,
6743.97,-0.00015,-0.018518519,,,,
6743.98,-0.00016,-0.019753086,,,,
6743.99,-0.000121,-0.014938272,,,,
6744,-0.000121,-0.014938272,,,,
6744.01,-0.00014,-0.017283951,,,,
6744.02,-0.000091,-0.011234568,,,,
6744.03,-0.000111,-0.013703704,,,,
6744.04,-0.000101,-0.012469136,,,,
6744.05,-0.00013,-0.016049383,,,,
6744.06,-0.000101,-0.012469136,,,,
6744.07,-0.000121,-0.014938272,,,,
6744.08,-0.00014,-0.017283951,,,,
6744.09,-0.000121,-0.014938272,,,,
6744.1,-0.000101,-0.012469136,,,,
6744.11,-0.000101,-0.012469136,,,,
6744.12,-0.000101,-0.012469136,,,,
6744.13,-0.000111,-0.013703704,,,,
6744.14,-0.000111,-0.013703704,,,,
6744.15,-0.000121,-0.014938272,,,,
6744.16,-0.000082,-0.010123457,,,,
6744.17,-0.000121,-0.014938272,,,,
6744.18,-0.00013,-0.016049383,,,,
6744.19,-0.000101,-0.012469136,,,,
6744.2,-0.00015,-0.018518519,,,,
6744.21,-0.000121,-0.014938272,,,,
6744.22,-0.000121,-0.014938272,,,,
6744.23,-0.000091,-0.011234568,,,,
6744.24,-0.00013,-0.016049383,,,,
6744.25,-0.00016,-0.019753086,,,,
6744.26,-0.000091,-0.011234568,,,,
6744.27,-0.000062,-0.007654321,,,,
6744.28,-0.000062,-0.007654321,,,,
6744.29,-0.000062,-0.007654321,,,,
6744.3,-0.000082,-0.010123457,,,,
6744.31,-0.000033,-0.004074074,,,,
6744.32,0.000006,0.000740741,,,,
6744.33,-0.000023,-0.002839506,,,,
6744.34,-0.000023,-0.002839506,,,,
